RGIId,ELA
RGI60-14.00072,4049
RGI60-14.00088,5276
RGI60-14.00101,5144
RGI60-14.00104,4706
RGI60-14.00111,5714
RGI60-14.00131,5949
RGI60-14.00142,5411
RGI60-14.00145,5195
RGI60-14.00146,4819
RGI60-14.00159,5337
RGI60-14.00163,5428
RGI60-14.00164,NaN
RGI60-14.00187,NaN
RGI60-14.00213,4974
RGI60-14.00219,NaN
RGI60-14.00222,5291
RGI60-14.00225,5690
RGI60-14.00235,5285
RGI60-14.00243,5128
RGI60-14.00251,5289
RGI60-14.00271,5301
RGI60-14.00287,4986
RGI60-14.00309,5427
RGI60-14.00323,5032
RGI60-14.00326,5243
RGI60-14.00336,5554
RGI60-14.00346,5040
RGI60-14.00347,5056
RGI60-14.00352,5051
RGI60-14.00353,5022
RGI60-14.00363,5105
RGI60-14.00366,5147
RGI60-14.00367,4832
RGI60-14.00370,5122
RGI60-14.00372,4955
RGI60-14.00380,5400
RGI60-14.00398,5162
RGI60-14.00403,5114
RGI60-14.00432,5075
RGI60-14.00449,5046
RGI60-14.00453,5036
RGI60-14.00456,5043
RGI60-14.00466,5321
RGI60-14.00471,5406
RGI60-14.00473,5120
RGI60-14.00489,5098
RGI60-14.00500,5232
RGI60-14.00501,5079
RGI60-14.00506,5240
RGI60-14.00524,5236
RGI60-14.00529,5196
RGI60-14.00538,5334
RGI60-14.00543,5050
RGI60-14.00548,5446
RGI60-14.00550,5958
RGI60-14.00551,5323
RGI60-14.00555,5286
RGI60-14.00559,5505
RGI60-14.00569,5220
RGI60-14.00572,5638
RGI60-14.00580,5310
RGI60-14.00581,5053
RGI60-14.00590,4934
RGI60-14.00592,5183
RGI60-14.00595,4737
RGI60-14.00601,4976
RGI60-14.00617,5085
RGI60-14.00627,4822
RGI60-14.00631,4910
RGI60-14.00636,5082
RGI60-14.00659,4980
RGI60-14.00665,5344
RGI60-14.00669,5077
RGI60-14.00673,4953
RGI60-14.00674,5107
RGI60-14.00682,5436
RGI60-14.00684,5661.107871
RGI60-14.00698,5639
RGI60-14.00700,5001
RGI60-14.00709,5256
RGI60-14.00722,5076
RGI60-14.00727,5059
RGI60-14.00742,5127
RGI60-14.00744,5123
RGI60-14.00753,5552
RGI60-14.00764,5530
RGI60-14.00767,5021
RGI60-14.00780,5162
RGI60-14.00796,4715
RGI60-14.00802,4647
RGI60-14.00805,5060
RGI60-14.00809,5564
RGI60-14.00812,5544
RGI60-14.00815,5028
RGI60-14.00822,5321
RGI60-14.00826,5135
RGI60-14.00830,4829
RGI60-14.00842,5365
RGI60-14.00850,4813
RGI60-14.00857,5640
RGI60-14.00866,5092
RGI60-14.00868,4931
RGI60-14.00875,5228
RGI60-14.00889,5025
RGI60-14.00891,5188
RGI60-14.00899,4943
RGI60-14.00916,5028
RGI60-14.00921,5067
RGI60-14.00929,4757
RGI60-14.00940,5061
RGI60-14.00952,5220
RGI60-14.00964,5088
RGI60-14.00967,4646
RGI60-14.00973,4592
RGI60-14.00981,5262
RGI60-14.00988,5632
RGI60-14.00994,5211
RGI60-14.00996,4701
RGI60-14.01001,4707
RGI60-14.01017,5361
RGI60-14.01022,5061
RGI60-14.01026,5080
RGI60-14.01027,5075
RGI60-14.01035,4952
RGI60-14.01049,4720
RGI60-14.01064,4680
RGI60-14.01070,5125
RGI60-14.01075,4689
RGI60-14.01076,4631
RGI60-14.01086,4849
RGI60-14.01120,5047
RGI60-14.01133,5175
RGI60-14.01143,5179
RGI60-14.01145,5311
RGI60-14.01149,5239
RGI60-14.01150,4975
RGI60-14.01165,5114
RGI60-14.01166,5190
RGI60-14.01169,5165
RGI60-14.01173,5027
RGI60-14.01175,5156
RGI60-14.01191,5083
RGI60-14.01198,5199
RGI60-14.01202,4693
RGI60-14.01206,4688
RGI60-14.01210,5042
RGI60-14.01222,5173
RGI60-14.01226,3746
RGI60-14.01228,4711
RGI60-14.01234,5215
RGI60-14.01244,4819
RGI60-14.01252,4758
RGI60-14.01277,4363
RGI60-14.01285,4642
RGI60-14.01291,4479
RGI60-14.01306,5147
RGI60-14.01314,4941
RGI60-14.01326,5183
RGI60-14.01333,5144
RGI60-14.01342,4858
RGI60-14.01359,5755
RGI60-14.01361,4832
RGI60-14.01362,5815
RGI60-14.01364,5060
RGI60-14.01373,5040
RGI60-14.01379,5191
RGI60-14.01387,5130
RGI60-14.01391,4437
RGI60-14.01400,4569
RGI60-14.01404,5196
RGI60-14.01409,5191
RGI60-14.01425,4977
RGI60-14.01427,4757
RGI60-14.01451,5170
RGI60-14.01454,3956
RGI60-14.01457,4946
RGI60-14.01460,5181
RGI60-14.01466,4849
RGI60-14.01470,4775
RGI60-14.01474,4423
RGI60-14.01481,5296
RGI60-14.01489,4142
RGI60-14.01499,5703
RGI60-14.01507,5865
RGI60-14.01511,5659
RGI60-14.01517,4836
RGI60-14.01519,4583
RGI60-14.01523,4895
RGI60-14.01541,4724
RGI60-14.01548,5049
RGI60-14.01549,5049
RGI60-14.01559,5447
RGI60-14.01562,5377
RGI60-14.01565,4709
RGI60-14.01580,4576
RGI60-14.01586,NaN
RGI60-14.01589,4851
RGI60-14.01591,5212
RGI60-14.01597,4320
RGI60-14.01606,4500
RGI60-14.01615,4591
RGI60-14.01618,5000
RGI60-14.01623,4704
RGI60-14.01627,5100
RGI60-14.01637,5303
RGI60-14.01638,5216
RGI60-14.01646,4974
RGI60-14.01648,21053.77385
RGI60-14.01649,4655
RGI60-14.01652,5399
RGI60-14.01653,4751
RGI60-14.01660,5837
RGI60-14.01670,4306
RGI60-14.01689,4759
RGI60-14.01693,4770
RGI60-14.01702,4985
RGI60-14.01709,5063
RGI60-14.01728,5321
RGI60-14.01730,5765
RGI60-14.01733,4921
RGI60-14.01752,5852
RGI60-14.01757,4901
RGI60-14.01771,5024
RGI60-14.01778,5678
RGI60-14.01798,4780
RGI60-14.01807,4119
RGI60-14.01823,4347
RGI60-14.01840,5541
RGI60-14.01844,5333
RGI60-14.01847,4160
RGI60-14.01853,5069
RGI60-14.01866,5055
RGI60-14.01869,5156
RGI60-14.01876,4812
RGI60-14.01885,4882
RGI60-14.01889,5613
RGI60-14.01893,3814
RGI60-14.01902,5007
RGI60-14.01904,5079
RGI60-14.01908,5282
RGI60-14.01910,4365
RGI60-14.01922,3859
RGI60-14.01940,5163
RGI60-14.01947,4910
RGI60-14.01948,5808
RGI60-14.01960,4752
RGI60-14.01964,4061
RGI60-14.01972,5157
RGI60-14.01974,3959
RGI60-14.01996,4472
RGI60-14.01998,3977
RGI60-14.02010,4263
RGI60-14.02022,4238
RGI60-14.02024,4435
RGI60-14.02029,4737
RGI60-14.02036,4712
RGI60-14.02047,5154.721659
RGI60-14.02062,5328
RGI60-14.02065,5047
RGI60-14.02071,4983
RGI60-14.02081,5032
RGI60-14.02091,4932
RGI60-14.02103,5224
RGI60-14.02113,5284
RGI60-14.02122,5006
RGI60-14.02132,4993
RGI60-14.02136,4657
RGI60-14.02138,4640
RGI60-14.02141,4263
RGI60-14.02144,4752
RGI60-14.02150,3638
RGI60-14.02172,5655
RGI60-14.02180,NaN
RGI60-14.02183,4284
RGI60-14.02188,5168
RGI60-14.02192,4205
RGI60-14.02205,5092
RGI60-14.02215,4916
RGI60-14.02216,5151
RGI60-14.02221,3979
RGI60-14.02238,4804
RGI60-14.02249,4161
RGI60-14.02261,3903
RGI60-14.02289,4412
RGI60-14.02294,5464
RGI60-14.02307,5119
RGI60-14.02328,5339
RGI60-14.02333,4729
RGI60-14.02343,4492
RGI60-14.02357,4397
RGI60-14.02364,5284
RGI60-14.02371,4303
RGI60-14.02375,5007
RGI60-14.02381,5219
RGI60-14.02385,4768
RGI60-14.02393,4811
RGI60-14.02398,6098
RGI60-14.02411,4566
RGI60-14.02413,5254
RGI60-14.02414,4942
RGI60-14.02418,NaN
RGI60-14.02423,5425
RGI60-14.02425,4644
RGI60-14.02426,4786
RGI60-14.02428,6101
RGI60-14.02430,5160
RGI60-14.02437,NaN
RGI60-14.02443,5332
RGI60-14.02452,5018
RGI60-14.02454,3879
RGI60-14.02458,4423
RGI60-14.02466,5361
RGI60-14.02467,5209
RGI60-14.02482,5765
RGI60-14.02515,5104
RGI60-14.02518,NaN
RGI60-14.02535,5958
RGI60-14.02539,5479
RGI60-14.02543,5159
RGI60-14.02549,4929
RGI60-14.02550,5066
RGI60-14.02554,7764.657952
RGI60-14.02559,5047
RGI60-14.02568,4227
RGI60-14.02579,5331
RGI60-14.02587,5142
RGI60-14.02606,NaN
RGI60-14.02616,5095
RGI60-14.02624,4590
RGI60-14.02628,5010
RGI60-14.02631,5023
RGI60-14.02638,5019
RGI60-14.02643,5046
RGI60-14.02653,3697
RGI60-14.02674,5320
RGI60-14.02688,5795
RGI60-14.02692,4918
RGI60-14.02693,5305
RGI60-14.02701,4416
RGI60-14.02717,4579
RGI60-14.02740,5446
RGI60-14.02761,4552
RGI60-14.02763,5199
RGI60-14.02764,4881
RGI60-14.02765,3658
RGI60-14.02794,5399
RGI60-14.02806,4016
RGI60-14.02827,5318
RGI60-14.02832,4791
RGI60-14.02847,4837
RGI60-14.02849,3296
RGI60-14.02863,5206
RGI60-14.02866,5109
RGI60-14.02882,5288
RGI60-14.02898,5445
RGI60-14.02917,5691
RGI60-14.02920,5091
RGI60-14.02944,5602
RGI60-14.02963,4027
RGI60-14.02976,5049
RGI60-14.02978,4948
RGI60-14.02989,4564
RGI60-14.03007,6014
RGI60-14.03017,3407
RGI60-14.03024,5861
RGI60-14.03031,5781
RGI60-14.03035,5341
RGI60-14.03042,4903
RGI60-14.03045,5209
RGI60-14.03047,5394
RGI60-14.03055,3943
RGI60-14.03061,4607
RGI60-14.03092,4583
RGI60-14.03115,6143
RGI60-14.03121,4838
RGI60-14.03123,3503
RGI60-14.03138,4298
RGI60-14.03154,5175
RGI60-14.03167,5716
RGI60-14.03188,5147
RGI60-14.03204,4879
RGI60-14.03207,5023
RGI60-14.03216,5551
RGI60-14.03224,4064
RGI60-14.03238,NaN
RGI60-14.03250,3155
RGI60-14.03263,3874
RGI60-14.03293,5947
RGI60-14.03295,5210
RGI60-14.03310,5726
RGI60-14.03317,5207
RGI60-14.03326,5989
RGI60-14.03334,4345
RGI60-14.03350,4436
RGI60-14.03360,5229
RGI60-14.03384,5443
RGI60-14.03394,3761
RGI60-14.03400,5409
RGI60-14.03405,4503
RGI60-14.03408,4617
RGI60-14.03439,4503
RGI60-14.03442,5189
RGI60-14.03476,5646
RGI60-14.03490,5390
RGI60-14.03505,5032
RGI60-14.03509,5325
RGI60-14.03513,5123
RGI60-14.03516,4666
RGI60-14.03553,5230
RGI60-14.03563,4391
RGI60-14.03590,5341
RGI60-14.03599,5243
RGI60-14.03605,4727
RGI60-14.03645,6593
RGI60-14.03658,4673
RGI60-14.03672,4802
RGI60-14.03678,5030
RGI60-14.03683,4251
RGI60-14.03688,5224
RGI60-14.03694,3743
RGI60-14.03698,5695
RGI60-14.03720,5334
RGI60-14.03781,5075
RGI60-14.03794,5179
RGI60-14.03801,5170
RGI60-14.03827,5644
RGI60-14.03837,4862
RGI60-14.03869,4292
RGI60-14.03870,5385
RGI60-14.03872,5145
RGI60-14.03878,5254
RGI60-14.03893,4285
RGI60-14.03899,4560
RGI60-14.03912,4941
RGI60-14.03922,5562
RGI60-14.03950,5543
RGI60-14.03971,5066
RGI60-14.03988,4916
RGI60-14.04004,4703
RGI60-14.04011,4785
RGI60-14.04021,5037
RGI60-14.04025,6706
RGI60-14.04028,5537
RGI60-14.04040,3768
RGI60-14.04053,5292
RGI60-14.04068,4412
RGI60-14.04081,4886
RGI60-14.04084,4651
RGI60-14.04085,4680
RGI60-14.04091,5827
RGI60-14.04105,4597
RGI60-14.04120,4680
RGI60-14.04139,6264
RGI60-14.04160,5076
RGI60-14.04167,4385
RGI60-14.04173,5805
RGI60-14.04178,7401
RGI60-14.04181,6054
RGI60-14.04184,5280
RGI60-14.04193,5692
RGI60-14.04197,3475
RGI60-14.04209,4926
RGI60-14.04228,4984
RGI60-14.04242,4976
RGI60-14.04244,5377
RGI60-14.04248,5055
RGI60-14.04254,4725
RGI60-14.04267,5099
RGI60-14.04277,3059
RGI60-14.04281,5261
RGI60-14.04284,5750
RGI60-14.04291,4529
RGI60-14.04302,5143
RGI60-14.04303,4838
RGI60-14.04327,4063
RGI60-14.04328,6576
RGI60-14.04346,4633
RGI60-14.04357,6131
RGI60-14.04360,NaN
RGI60-14.04391,4406
RGI60-14.04403,NaN
RGI60-14.04404,4028
RGI60-14.04411,4656
RGI60-14.04445,4068
RGI60-14.04449,3608
RGI60-14.04451,3723
RGI60-14.04452,3542
RGI60-14.04471,4363
RGI60-14.04473,2755
RGI60-14.04477,4554
RGI60-14.04498,3635
RGI60-14.04505,5951
RGI60-14.04515,4325
RGI60-14.04531,4452
RGI60-14.04533,4434
RGI60-14.04557,4172
RGI60-14.04563,NaN
RGI60-14.04570,3856
RGI60-14.04585,3218
RGI60-14.04587,6769
RGI60-14.04590,3438
RGI60-14.04593,4494
RGI60-14.04610,4226
RGI60-14.04619,5042
RGI60-14.04621,5474
RGI60-14.04622,3494
RGI60-14.04625,4714
RGI60-14.04628,3662
RGI60-14.04636,4865
RGI60-14.04638,3666
RGI60-14.04643,4136
RGI60-14.04668,4310
RGI60-14.04680,3892
RGI60-14.04690,4529
RGI60-14.04691,4897
RGI60-14.04695,5793
RGI60-14.04697,4457
RGI60-14.04701,3543
RGI60-14.04706,4157
RGI60-14.04731,3941
RGI60-14.04744,4432
RGI60-14.04756,3978
RGI60-14.04766,4980
RGI60-14.04769,4978
RGI60-14.04777,4020
RGI60-14.04800,4347
RGI60-14.04807,3274
RGI60-14.04818,4953
RGI60-14.04825,4655
RGI60-14.04828,4384
RGI60-14.04840,4467
RGI60-14.04856,NaN
RGI60-14.04863,4798
RGI60-14.04868,3920
RGI60-14.04869,4121
RGI60-14.04872,4194
RGI60-14.04878,3774
RGI60-14.04881,5935
RGI60-14.04884,3973
RGI60-14.04900,5312
RGI60-14.04908,5543
RGI60-14.04928,4770
RGI60-14.04933,4695
RGI60-14.04942,4316
RGI60-14.04944,4656
RGI60-14.04945,3534
RGI60-14.04952,4567
RGI60-14.04961,6066
RGI60-14.04963,4589
RGI60-14.04975,4085
RGI60-14.04980,4208
RGI60-14.04982,5156
RGI60-14.04984,4440
RGI60-14.04989,5848
RGI60-14.04996,NaN
RGI60-14.05006,4298
RGI60-14.05019,4328
RGI60-14.05029,4178
RGI60-14.05033,4402
RGI60-14.05035,5647
RGI60-14.05048,4457
RGI60-14.05061,4543
RGI60-14.05085,5825.336342
RGI60-14.05088,5658
RGI60-14.05096,5426
RGI60-14.05099,5070
RGI60-14.05145,5978
RGI60-14.05150,4926
RGI60-14.05151,5262
RGI60-14.05153,4222
RGI60-14.05162,4522
RGI60-14.05173,4739
RGI60-14.05174,5301
RGI60-14.05177,5386
RGI60-14.05188,6131
RGI60-14.05199,4871
RGI60-14.05215,4872
RGI60-14.05226,6373
RGI60-14.05228,6487
RGI60-14.05234,5961
RGI60-14.05269,4394
RGI60-14.05276,NaN
RGI60-14.05282,NaN
RGI60-14.05284,5867
RGI60-14.05287,4623
RGI60-14.05314,5828
RGI60-14.05315,5614
RGI60-14.05318,5961
RGI60-14.05323,5855
RGI60-14.05329,4956
RGI60-14.05331,5274
RGI60-14.05333,5305
RGI60-14.05335,5179
RGI60-14.05350,5081
RGI60-14.05374,5159
RGI60-14.05390,5197
RGI60-14.05392,5207
RGI60-14.05405,5484
RGI60-14.05429,3938
RGI60-14.05432,4926
RGI60-14.05440,4506
RGI60-14.05444,NaN
RGI60-14.05446,3670
RGI60-14.05480,5469
RGI60-14.05485,3730
RGI60-14.05487,5748
RGI60-14.05491,5134
RGI60-14.05503,4535
RGI60-14.05507,4750
RGI60-14.05511,6521
RGI60-14.05516,4420
RGI60-14.05526,5229
RGI60-14.05530,4724
RGI60-14.05533,4460
RGI60-14.05537,4523
RGI60-14.05540,4403
RGI60-14.05543,4721
RGI60-14.05545,5427
RGI60-14.05548,3610
RGI60-14.05551,4759
RGI60-14.05553,5975
RGI60-14.05560,4213
RGI60-14.05568,4193
RGI60-14.05569,4585
RGI60-14.05613,5024
RGI60-14.05618,4238
RGI60-14.05668,4705
RGI60-14.05671,4676
RGI60-14.05675,6966
RGI60-14.05684,4689
RGI60-14.05687,4917
RGI60-14.05724,6879.963866
RGI60-14.05727,6401.269911
RGI60-14.05734,5625
RGI60-14.05736,5757
RGI60-14.05748,6433
RGI60-14.05749,5553
RGI60-14.05750,6073
RGI60-14.05752,6431
RGI60-14.05753,6200
RGI60-14.05758,5946
RGI60-14.05759,6070
RGI60-14.05765,6135
RGI60-14.05766,6202
RGI60-14.05773,6281
RGI60-14.05775,6298
RGI60-14.05782,6241
RGI60-14.05784,6617
RGI60-14.05792,6478
RGI60-14.05794,6289
RGI60-14.05802,6360
RGI60-14.05810,6578
RGI60-14.05815,5688
RGI60-14.05819,5660
RGI60-14.05822,5914
RGI60-14.05823,6343
RGI60-14.05825,6163
RGI60-14.05828,5405
RGI60-14.05833,5460
RGI60-14.05851,6156
RGI60-14.05869,NaN
RGI60-14.05872,4777
RGI60-14.05890,5402
RGI60-14.05913,4635
RGI60-14.05916,7005
RGI60-14.05931,5847
RGI60-14.05932,6050
RGI60-14.05934,5054
RGI60-14.05947,5610
RGI60-14.05957,5503
RGI60-14.05961,6240
RGI60-14.05962,5698
RGI60-14.05964,5034
RGI60-14.05976,5677
RGI60-14.05978,5512
RGI60-14.05982,6262
RGI60-14.05985,5085
RGI60-14.05988,5377
RGI60-14.05990,5686
RGI60-14.05991,6596
RGI60-14.05996,NaN
RGI60-14.06007,5491
RGI60-14.06017,5558
RGI60-14.06049,5467
RGI60-14.06061,6263
RGI60-14.06097,5310
RGI60-14.06098,5924
RGI60-14.06113,5534
RGI60-14.06137,5229
RGI60-14.06145,5125
RGI60-14.06167,6307
RGI60-14.06197,5945
RGI60-14.06206,4917
RGI60-14.06225,6121
RGI60-14.06226,6130
RGI60-14.06227,6016
RGI60-14.06237,5921
RGI60-14.06238,4872
RGI60-14.06253,5829
RGI60-14.06262,5411
RGI60-14.06265,5697
RGI60-14.06273,5288
RGI60-14.06275,6391
RGI60-14.06283,5820
RGI60-14.06291,5162
RGI60-14.06306,6128
RGI60-14.06317,6027
RGI60-14.06348,5932
RGI60-14.06350,6204
RGI60-14.06360,6548
RGI60-14.06365,NaN
RGI60-14.06367,5720
RGI60-14.06370,5003
RGI60-14.06377,5701
RGI60-14.06385,4980
RGI60-14.06390,5607
RGI60-14.06406,5954
RGI60-14.06425,5610
RGI60-14.06441,12202.7168
RGI60-14.06445,5818
RGI60-14.06449,5038
RGI60-14.06463,4789
RGI60-14.06467,5440
RGI60-14.06475,4737
RGI60-14.06487,4710
RGI60-14.06495,5711
RGI60-14.06501,5399
RGI60-14.06505,5076
RGI60-14.06520,6101
RGI60-14.06540,5811
RGI60-14.06542,5809
RGI60-14.06545,5745
RGI60-14.06569,6038
RGI60-14.06570,6195
RGI60-14.06571,6115
RGI60-14.06575,6355
RGI60-14.06580,4945
RGI60-14.06592,6079
RGI60-14.06594,6568
RGI60-14.06610,5351
RGI60-14.06620,5496
RGI60-14.06625,4781
RGI60-14.06642,5775
RGI60-14.06643,NaN
RGI60-14.06645,6449
RGI60-14.06649,5773
RGI60-14.06665,5697
RGI60-14.06670,6493
RGI60-14.06675,7775
RGI60-14.06691,6437
RGI60-14.06697,NaN
RGI60-14.06699,5524
RGI60-14.06713,5125
RGI60-14.06715,5734
RGI60-14.06723,5785
RGI60-14.06726,5720
RGI60-14.06731,5751
RGI60-14.06735,6037
RGI60-14.06743,6269
RGI60-14.06751,5682
RGI60-14.06755,5858
RGI60-14.06758,5366
RGI60-14.06764,5443
RGI60-14.06765,5768
RGI60-14.06769,5740
RGI60-14.06772,6633
RGI60-14.06773,6039
RGI60-14.06786,5883
RGI60-14.06791,5323
RGI60-14.06794,4329
RGI60-14.06856,5640
RGI60-14.06860,6277
RGI60-14.06867,5396
RGI60-14.06893,NaN
RGI60-14.06905,5456
RGI60-14.06912,5989
RGI60-14.06931,5934
RGI60-14.06933,5562
RGI60-14.06944,5821
RGI60-14.06945,5677
RGI60-14.06960,5667
RGI60-14.06963,4954
RGI60-14.06969,5062
RGI60-14.06982,5796
RGI60-14.06988,5569
RGI60-14.06994,5199
RGI60-14.06997,5327
RGI60-14.06998,5814
RGI60-14.07012,5699
RGI60-14.07017,6484
RGI60-14.07022,5384
RGI60-14.07029,5894
RGI60-14.07034,5834
RGI60-14.07048,5053
RGI60-14.07052,5078
RGI60-14.07057,6386
RGI60-14.07073,4714
RGI60-14.07084,6342
RGI60-14.07098,5102
RGI60-14.07108,5631
RGI60-14.07110,5177
RGI60-14.07119,5367
RGI60-14.07125,6030
RGI60-14.07131,5681
RGI60-14.07136,4497
RGI60-14.07141,5796
RGI60-14.07150,5934
RGI60-14.07156,6047
RGI60-14.07157,5076
RGI60-14.07162,5818
RGI60-14.07166,4932
RGI60-14.07176,4677
RGI60-14.07177,4258
RGI60-14.07192,4686
RGI60-14.07195,4990
RGI60-14.07207,5697
RGI60-14.07209,5350
RGI60-14.07222,6007
RGI60-14.07232,5377
RGI60-14.07239,4652
RGI60-14.07253,4066
RGI60-14.07266,5901
RGI60-14.07271,4996
RGI60-14.07283,5490
RGI60-14.07290,4788
RGI60-14.07297,6353
RGI60-14.07303,6185
RGI60-14.07309,4398
RGI60-14.07342,4175
RGI60-14.07368,6033
RGI60-14.07369,4771
RGI60-14.07376,5730
RGI60-14.07380,4856
RGI60-14.07385,4921
RGI60-14.07389,5641
RGI60-14.07411,6019
RGI60-14.07416,4400
RGI60-14.07421,6031
RGI60-14.07422,6301
RGI60-14.07429,5622
RGI60-14.07439,5597
RGI60-14.07466,4756
RGI60-14.07474,4900
RGI60-14.07481,5560
RGI60-14.07499,5455
RGI60-14.07500,4467
RGI60-14.07515,NaN
RGI60-14.07519,5223
RGI60-14.07523,4341
RGI60-14.07524,4293
RGI60-14.07560,5025
RGI60-14.07566,5149
RGI60-14.07567,6031
RGI60-14.07571,3830
RGI60-14.07575,5081
RGI60-14.07585,6309
RGI60-14.07594,4962
RGI60-14.07603,5292
RGI60-14.07606,4816
RGI60-14.07613,5529
RGI60-14.07625,6086
RGI60-14.07636,6518
RGI60-14.07639,5758
RGI60-14.07646,5929
RGI60-14.07655,NaN
RGI60-14.07656,NaN
RGI60-14.07671,4992
RGI60-14.07684,4475
RGI60-14.07697,5207
RGI60-14.07706,NaN
RGI60-14.07725,5668
RGI60-14.07738,6083
RGI60-14.07739,NaN
RGI60-14.07756,5225
RGI60-14.07769,5652
RGI60-14.07775,6481.9636
RGI60-14.07776,6208
RGI60-14.07779,5460
RGI60-14.07785,4515
RGI60-14.07793,5508
RGI60-14.07794,4962
RGI60-14.07814,5550
RGI60-14.07818,6546
RGI60-14.07822,5892
RGI60-14.07829,6342
RGI60-14.07831,5398
RGI60-14.07837,7206.647436
RGI60-14.07851,5957
RGI60-14.07858,5659
RGI60-14.07863,6170
RGI60-14.07870,6300
RGI60-14.07872,4388
RGI60-14.07876,5594
RGI60-14.07883,5962
RGI60-14.07896,7181.003363
RGI60-14.07911,6122
RGI60-14.07915,4825
RGI60-14.07920,6443
RGI60-14.07931,5349
RGI60-14.07934,8923.364508
RGI60-14.07935,NaN
RGI60-14.07941,5777
RGI60-14.07947,13134.22684
RGI60-14.07952,6198
RGI60-14.07953,5350
RGI60-14.07961,6335
RGI60-14.07968,6150
RGI60-14.07971,5794
RGI60-14.07977,6212
RGI60-14.07980,5575
RGI60-14.07982,6024
RGI60-14.07987,5064
RGI60-14.07995,5199
RGI60-14.07996,5569
RGI60-14.08000,5462
RGI60-14.08015,5237
RGI60-14.08024,6079
RGI60-14.08041,6088
RGI60-14.08046,5903
RGI60-14.08051,5534
RGI60-14.08055,6226
RGI60-14.08064,5433
RGI60-14.08069,5394
RGI60-14.08073,NaN
RGI60-14.08075,5549
RGI60-14.08076,5130
RGI60-14.08081,5498
RGI60-14.08083,5088
RGI60-14.08088,4817
RGI60-14.08091,5761
RGI60-14.08095,5860
RGI60-14.08097,5605
RGI60-14.08100,5087
RGI60-14.08107,6673
RGI60-14.08110,5456
RGI60-14.08130,5030
RGI60-14.08137,5163
RGI60-14.08160,5298
RGI60-14.08167,NaN
RGI60-14.08173,6117
RGI60-14.08181,5516
RGI60-14.08184,5051
RGI60-14.08196,5823
RGI60-14.08199,6015
RGI60-14.08204,5230
RGI60-14.08211,5128
RGI60-14.08222,6840.910265
RGI60-14.08224,5489
RGI60-14.08228,5530
RGI60-14.08232,5167
RGI60-14.08234,6138
RGI60-14.08240,5560
RGI60-14.08245,6048
RGI60-14.08253,5833
RGI60-14.08258,5431
RGI60-14.08260,6192
RGI60-14.08267,5597
RGI60-14.08269,5469
RGI60-14.08270,6286.073318
RGI60-14.08272,5178
RGI60-14.08275,6238
RGI60-14.08276,6140
RGI60-14.08283,5890
RGI60-14.08285,5130
RGI60-14.08294,5270
RGI60-14.08295,5199
RGI60-14.08300,5214
RGI60-14.08307,5762
RGI60-14.08308,5585
RGI60-14.08310,5617
RGI60-14.08322,5313
RGI60-14.08324,5226
RGI60-14.08334,5629
RGI60-14.08337,6011
RGI60-14.08340,5863
RGI60-14.08346,6276
RGI60-14.08351,5302
RGI60-14.08373,6017
RGI60-14.08380,5843
RGI60-14.08395,5908
RGI60-14.08398,5544
RGI60-14.08400,6873.948816
RGI60-14.08402,5789
RGI60-14.08404,6281
RGI60-14.08409,5906
RGI60-14.08412,6063
RGI60-14.08420,5995
RGI60-14.08428,5255
RGI60-14.08435,5380
RGI60-14.08445,6289
RGI60-14.08447,5639
RGI60-14.08449,5925
RGI60-14.08450,5844
RGI60-14.08463,5804
RGI60-14.08464,5461
RGI60-14.08470,5434
RGI60-14.08475,5297
RGI60-14.08485,5116
RGI60-14.08487,6382
RGI60-14.08491,5493
RGI60-14.08496,5603
RGI60-14.08497,5471
RGI60-14.08502,5767
RGI60-14.08505,5245
RGI60-14.08510,5663
RGI60-14.08512,6406
RGI60-14.08516,6640
RGI60-14.08517,6392
RGI60-14.08520,5491
RGI60-14.08524,5481
RGI60-14.08527,6119
RGI60-14.08530,6080
RGI60-14.08531,5986
RGI60-14.08536,6471
RGI60-14.08542,6525
RGI60-14.08545,5793
RGI60-14.08548,5590
RGI60-14.08551,6459
RGI60-14.08555,5088
RGI60-14.08557,6123
RGI60-14.08564,5995
RGI60-14.08584,5971
RGI60-14.08593,6076
RGI60-14.08596,5522
RGI60-14.08602,6087
RGI60-14.08609,NaN
RGI60-14.08610,5441
RGI60-14.08623,5432
RGI60-14.08628,9076.881704
RGI60-14.08629,5659
RGI60-14.08632,6128
RGI60-14.08634,5745
RGI60-14.08642,5996
RGI60-14.08650,5524
RGI60-14.08651,6404
RGI60-14.08653,6068
RGI60-14.08654,6042
RGI60-14.08656,5536
RGI60-14.08669,6690.476092
RGI60-14.08673,6521
RGI60-14.08674,6162
RGI60-14.08678,6096
RGI60-14.08682,6247
RGI60-14.08684,6330
RGI60-14.08686,6217
RGI60-14.08688,5914
RGI60-14.08691,5849
RGI60-14.08692,6544
RGI60-14.08694,6313
RGI60-14.08696,5568
RGI60-14.08697,5940
RGI60-14.08704,6315
RGI60-14.08708,6238
RGI60-14.08712,NaN
RGI60-14.08715,5561
RGI60-14.08718,6395
RGI60-14.08719,6131
RGI60-14.08724,6405
RGI60-14.08725,6385
RGI60-14.08727,6209
RGI60-14.08734,6124
RGI60-14.08748,5551
RGI60-14.08750,5889
RGI60-14.08753,5300
RGI60-14.08755,5870
RGI60-14.08757,6069
RGI60-14.08758,6369
RGI60-14.08759,6376
RGI60-14.08761,6477
